Experiment,Sample,Cells,Input_replicate,Input_adapter,Input_fastq,CLIP_replicate,CLIP_adapter,CLIP_fastq,RBP,Accession,Manual_QC,Comments
SNRPD3_HepG2_4204,SNRPD3_HepG2_4204,HepG2,1,/projects/ps-yeolab4/software/skipper/bb63a25/examples/inputs/InvRiL19.fasta,/projects/ps-yeolab4/seqdata/20201106_encore_clips/igm-storage2.ucsd.edu/201101_K00180_0992_AHJ72VBBXY_SR75_Yeo/Fastq/4204_IN1_R_S46_L003_R1_001.fastq.gz,1,/projects/ps-yeolab4/software/skipper/bb63a25/examples/inputs/InvRNA4.fasta,/projects/ps-yeolab4/seqdata/20201106_encore_clips/igm-storage2.ucsd.edu/201101_K00180_0992_AHJ72VBBXY_SR75_Yeo/Fastq/4204_CLIP1_R_S47_L003_R1_001.fastq.gz,SNRPD3,4204,PASS,positional enrichment analysis show clear enrichment at 5'ss and 3;ss
SNRPD3_HepG2_4204,SNRPD3_HepG2_4204,HepG2,2,/projects/ps-yeolab4/software/skipper/bb63a25/examples/inputs/InvRiL19.fasta,/projects/ps-yeolab4/seqdata/20201106_encore_clips/igm-storage2.ucsd.edu/201101_K00180_0992_AHJ72VBBXY_SR75_Yeo/Fastq/4204_IN2_R_S48_L003_R1_001.fastq.gz,2,/projects/ps-yeolab4/software/skipper/bb63a25/examples/inputs/InvRNA4.fasta,/projects/ps-yeolab4/seqdata/20201106_encore_clips/igm-storage2.ucsd.edu/201101_K00180_0992_AHJ72VBBXY_SR75_Yeo/Fastq/4204_CLIP2_R_S49_L003_R1_001.fastq.gz,SNRPD3,4204,PASS,positional enrichment analysis show clear enrichment at 5'ss and 3;ss
SNRPC_HepG2_4187,SNRPC_HepG2_4187,HepG2,1,/projects/ps-yeolab4/software/skipper/bb63a25/examples/inputs/InvRiL19.fasta,/projects/ps-yeolab4/seqdata/20201106_encore_clips/igm-storage2.ucsd.edu/201101_K00180_0992_AHJ72VBBXY_SR75_Yeo/Fastq/4187_IN1_S74_L005_R1_001.fastq.gz,1,/projects/ps-yeolab4/software/skipper/bb63a25/examples/inputs/InvRNA1.fasta,/projects/ps-yeolab4/seqdata/20201106_encore_clips/igm-storage2.ucsd.edu/201101_K00180_0992_AHJ72VBBXY_SR75_Yeo/Fastq/4187_CLIP1_S75_L005_R1_001.fastq.gz,SNRPC,4187,PASS,positional enrichment analysis show clear enrichment at 5'ss and 3;ss
SNRPC_HepG2_4187,SNRPC_HepG2_4187,HepG2,2,/projects/ps-yeolab4/software/skipper/bb63a25/examples/inputs/InvRiL19.fasta,/projects/ps-yeolab4/seqdata/20201106_encore_clips/igm-storage2.ucsd.edu/201101_K00180_0992_AHJ72VBBXY_SR75_Yeo/Fastq/4187_IN2_S76_L005_R1_001.fastq.gz,2,/projects/ps-yeolab4/software/skipper/bb63a25/examples/inputs/InvRNA1.fasta,/projects/ps-yeolab4/seqdata/20201106_encore_clips/igm-storage2.ucsd.edu/201101_K00180_0992_AHJ72VBBXY_SR75_Yeo/Fastq/4187_CLIP2_S77_L005_R1_001.fastq.gz,SNRPC,4187,PASS,positional enrichment analysis show clear enrichment at 5'ss and 3;ss
DEK_HepG2_4146,DEK_HepG2_4146,HepG2,1,/projects/ps-yeolab4/software/skipper/bb63a25/examples/inputs/InvRiL19.fasta,/projects/ps-yeolab4/seqdata/20201106_encore_clips/igm-storage2.ucsd.edu/201101_K00180_0992_AHJ72VBBXY_SR75_Yeo/Fastq/4146_IN1_S124_L008_R1_001.fastq.gz,1,/projects/ps-yeolab4/software/skipper/bb63a25/examples/inputs/InvRNA1.fasta,/projects/ps-yeolab4/seqdata/20201106_encore_clips/igm-storage2.ucsd.edu/201101_K00180_0992_AHJ72VBBXY_SR75_Yeo/Fastq/4146_CLIP1_S125_L008_R1_001.fastq.gz,DEK,4146,PASS,binding many snoRNA
DEK_HepG2_4146,DEK_HepG2_4146,HepG2,2,/projects/ps-yeolab4/software/skipper/bb63a25/examples/inputs/InvRiL19.fasta,/projects/ps-yeolab4/seqdata/20201106_encore_clips/igm-storage2.ucsd.edu/201101_K00180_0992_AHJ72VBBXY_SR75_Yeo/Fastq/4146_IN2_S126_L008_R1_001.fastq.gz,2,/projects/ps-yeolab4/software/skipper/bb63a25/examples/inputs/InvRNA1.fasta,/projects/ps-yeolab4/seqdata/20201106_encore_clips/igm-storage2.ucsd.edu/201101_K00180_0992_AHJ72VBBXY_SR75_Yeo/Fastq/4146_CLIP2_S127_L008_R1_001.fastq.gz,DEK,4146,PASS,binding many snoRNA
DICER1_HepG2_4147,DICER1_HepG2_4147,HepG2,1,/projects/ps-yeolab4/software/skipper/bb63a25/examples/inputs/InvRiL19.fasta,/projects/ps-yeolab4/seqdata/20201106_encore_clips/igm-storage2.ucsd.edu/201101_K00180_0992_AHJ72VBBXY_SR75_Yeo/Fastq/4147_IN1_S128_L008_R1_001.fastq.gz,1,/projects/ps-yeolab4/software/skipper/bb63a25/examples/inputs/InvRNA1.fasta,/projects/ps-yeolab4/seqdata/20201106_encore_clips/igm-storage2.ucsd.edu/201101_K00180_0992_AHJ72VBBXY_SR75_Yeo/Fastq/4147_CLIP1_S129_L008_R1_001.fastq.gz,DICER1,4147,FAIL,"very little peak. peak has no miR. rep pipeline return lots of small RNA, should fail??"
DICER1_HepG2_4147,DICER1_HepG2_4147,HepG2,2,/projects/ps-yeolab4/software/skipper/bb63a25/examples/inputs/InvRiL19.fasta,/projects/ps-yeolab4/seqdata/20201106_encore_clips/igm-storage2.ucsd.edu/201101_K00180_0992_AHJ72VBBXY_SR75_Yeo/Fastq/4147_IN2_S130_L008_R1_001.fastq.gz,2,/projects/ps-yeolab4/software/skipper/bb63a25/examples/inputs/InvRNA1.fasta,/projects/ps-yeolab4/seqdata/20201106_encore_clips/igm-storage2.ucsd.edu/201101_K00180_0992_AHJ72VBBXY_SR75_Yeo/Fastq/4147_CLIP2_S131_L008_R1_001.fastq.gz,DICER1,4147,FAIL,"very little peak. peak has no miR. rep pipeline return lots of small RNA, should fail??"
PPP1R10_HepG2_4148,PPP1R10_HepG2_4148,HepG2,1,/projects/ps-yeolab4/software/skipper/bb63a25/examples/inputs/InvRiL19.fasta,/projects/ps-yeolab4/seqdata/20201106_encore_clips/igm-storage2.ucsd.edu/201101_K00180_0992_AHJ72VBBXY_SR75_Yeo/Fastq/4148_IN1_S132_L008_R1_001.fastq.gz,1,/projects/ps-yeolab4/software/skipper/bb63a25/examples/inputs/InvRNA1.fasta,/projects/ps-yeolab4/seqdata/20201106_encore_clips/igm-storage2.ucsd.edu/201101_K00180_0992_AHJ72VBBXY_SR75_Yeo/Fastq/4148_CLIP1_S133_L008_R1_001.fastq.gz,PPP1R10,4148,PASS,"enrichment in the end of last exon, peaks are quite unique"
PPP1R10_HepG2_4148,PPP1R10_HepG2_4148,HepG2,2,/projects/ps-yeolab4/software/skipper/bb63a25/examples/inputs/InvRiL19.fasta,/projects/ps-yeolab4/seqdata/20201106_encore_clips/igm-storage2.ucsd.edu/201101_K00180_0992_AHJ72VBBXY_SR75_Yeo/Fastq/4148_IN2_S134_L008_R1_001.fastq.gz,2,/projects/ps-yeolab4/software/skipper/bb63a25/examples/inputs/InvRNA1.fasta,/projects/ps-yeolab4/seqdata/20201106_encore_clips/igm-storage2.ucsd.edu/201101_K00180_0992_AHJ72VBBXY_SR75_Yeo/Fastq/4148_CLIP2_S135_L008_R1_001.fastq.gz,PPP1R10,4148,PASS,"enrichment in the end of last exon, peaks are quite unique"
PRPF39_HepG2_4149,PRPF39_HepG2_4149,HepG2,1,/projects/ps-yeolab4/software/skipper/bb63a25/examples/inputs/InvRiL19.fasta,/projects/ps-yeolab4/seqdata/20201106_encore_clips/igm-storage2.ucsd.edu/201101_K00180_0992_AHJ72VBBXY_SR75_Yeo/Fastq/4149_IN1_S136_L008_R1_001.fastq.gz,1,/projects/ps-yeolab4/software/skipper/bb63a25/examples/inputs/InvRNA1.fasta,/projects/ps-yeolab4/seqdata/20201106_encore_clips/igm-storage2.ucsd.edu/201101_K00180_0992_AHJ72VBBXY_SR75_Yeo/Fastq/4149_CLIP1_S137_L008_R1_001.fastq.gz,PRPF39,4149,PASS,positional enrichment analysis show clear enrichment at 5'ss and 3;ss
PRPF39_HepG2_4149,PRPF39_HepG2_4149,HepG2,2,/projects/ps-yeolab4/software/skipper/bb63a25/examples/inputs/InvRiL19.fasta,/projects/ps-yeolab4/seqdata/20201106_encore_clips/igm-storage2.ucsd.edu/201101_K00180_0992_AHJ72VBBXY_SR75_Yeo/Fastq/4149_IN2_S138_L008_R1_001.fastq.gz,2,/projects/ps-yeolab4/software/skipper/bb63a25/examples/inputs/InvRNA1.fasta,/projects/ps-yeolab4/seqdata/20201106_encore_clips/igm-storage2.ucsd.edu/201101_K00180_0992_AHJ72VBBXY_SR75_Yeo/Fastq/4149_CLIP2_S139_L008_R1_001.fastq.gz,PRPF39,4149,PASS,positional enrichment analysis show clear enrichment at 5'ss and 3;ss
DYNLL1_HepG2_4213,DYNLL1_HepG2_4213,HepG2,1,/projects/ps-yeolab4/software/skipper/bb63a25/examples/inputs/InvRiL19.fasta,/projects/ps-yeolab4/seqdata/20210302_encode_clips/igm-storage2.ucsd.edu/210117_K00180_1005_AHKH5TBBXY_SR75_Yeo/Fastq/4213_INPUT1_S13_L001_R1_001.fastq.gz,1,/projects/ps-yeolab4/software/skipper/bb63a25/examples/inputs/InvRNA2.fasta,/projects/ps-yeolab4/seqdata/20210302_encode_clips/igm-storage2.ucsd.edu/210117_K00180_1005_AHKH5TBBXY_SR75_Yeo/Fastq/4213_CLIP1_S14_L001_R1_001.fastq.gz,DYNLL1,4213,FAIL,"Dynein, transports RNA enrich all over RNA? lots of peak in NEAT1, peak not specific"
DYNLL1_HepG2_4213,DYNLL1_HepG2_4213,HepG2,2,/projects/ps-yeolab4/software/skipper/bb63a25/examples/inputs/InvRiL19.fasta,/projects/ps-yeolab4/seqdata/20210302_encode_clips/igm-storage2.ucsd.edu/210117_K00180_1005_AHKH5TBBXY_SR75_Yeo/Fastq/4213_INPUT2_S15_L001_R1_001.fastq.gz,2,/projects/ps-yeolab4/software/skipper/bb63a25/examples/inputs/InvRNA2.fasta,/projects/ps-yeolab4/seqdata/20210302_encode_clips/igm-storage2.ucsd.edu/210117_K00180_1005_AHKH5TBBXY_SR75_Yeo/Fastq/4213_CLIP2_S16_L001_R1_001.fastq.gz,DYNLL1,4213,FAIL,"Dynein, transports RNA enrich all over RNA? lots of peak in NEAT1, peak not specific"
EIF3A_HepG2_4144,EIF3A_HepG2_4144,HepG2,1,/projects/ps-yeolab4/software/skipper/bb63a25/examples/inputs/InvRiL19.fasta,/projects/ps-yeolab4/seqdata/20210302_encode_clips/igm-storage2.ucsd.edu/210117_K00180_1005_AHKH5TBBXY_SR75_Yeo/Fastq/4144_INPUT1_S63_L004_R1_001.fastq.gz,1,/projects/ps-yeolab4/software/skipper/bb63a25/examples/inputs/InvRNA1.fasta,/projects/ps-yeolab4/seqdata/20210302_encode_clips/igm-storage2.ucsd.edu/210117_K00180_1005_AHKH5TBBXY_SR75_Yeo/Fastq/4144_CLIP1_S64_L004_R1_001.fastq.gz,EIF3A,4144,FAIL,enrichment in 5' ss?? and exon
EIF3A_HepG2_4144,EIF3A_HepG2_4144,HepG2,2,/projects/ps-yeolab4/software/skipper/bb63a25/examples/inputs/InvRiL19.fasta,/projects/ps-yeolab4/seqdata/20210302_encode_clips/igm-storage2.ucsd.edu/210117_K00180_1005_AHKH5TBBXY_SR75_Yeo/Fastq/4144_INPUT2_S65_L004_R1_001.fastq.gz,2,/projects/ps-yeolab4/software/skipper/bb63a25/examples/inputs/InvRNA1.fasta,/projects/ps-yeolab4/seqdata/20210302_encode_clips/igm-storage2.ucsd.edu/210117_K00180_1005_AHKH5TBBXY_SR75_Yeo/Fastq/4144_CLIP2_S66_L004_R1_001.fastq.gz,EIF3A,4144,FAIL,enrichment in 5' ss?? and exon
CACTIN_HepG2_4190,CACTIN_HepG2_4190,HepG2,1,/projects/ps-yeolab4/software/skipper/bb63a25/examples/inputs/InvRiL19.fasta,/projects/ps-yeolab4/seqdata/20210302_encode_clips/igm-storage2.ucsd.edu/210117_K00180_1005_AHKH5TBBXY_SR75_Yeo/Fastq/4190_INPUT1_S51_L004_R1_001.fastq.gz,1,/projects/ps-yeolab4/software/skipper/bb63a25/examples/inputs/InvRNA4.fasta,/projects/ps-yeolab4/seqdata/20210302_encode_clips/igm-storage2.ucsd.edu/210117_K00180_1005_AHKH5TBBXY_SR75_Yeo/Fastq/4190_CLIP1_S52_L004_R1_001.fastq.gz,CACTIN,4190,PASS,"being part of splicesome, regional enrichment show clear enrichment as ss"
CACTIN_HepG2_4190,CACTIN_HepG2_4190,HepG2,2,/projects/ps-yeolab4/software/skipper/bb63a25/examples/inputs/InvRiL19.fasta,/projects/ps-yeolab4/seqdata/20210302_encode_clips/igm-storage2.ucsd.edu/210117_K00180_1005_AHKH5TBBXY_SR75_Yeo/Fastq/4190_INPUT2_S53_L004_R1_001.fastq.gz,2,/projects/ps-yeolab4/software/skipper/bb63a25/examples/inputs/InvRNA4.fasta,/projects/ps-yeolab4/seqdata/20210302_encode_clips/igm-storage2.ucsd.edu/210117_K00180_1005_AHKH5TBBXY_SR75_Yeo/Fastq/4190_CLIP2_S54_L004_R1_001.fastq.gz,CACTIN,4190,PASS,"being part of splicesome, regional enrichment show clear enrichment as ss"
CNOT2_HepG2_4191,CNOT2_HepG2_4191,HepG2,1,/projects/ps-yeolab4/software/skipper/bb63a25/examples/inputs/InvRiL19.fasta,/projects/ps-yeolab4/seqdata/20210302_encode_clips/igm-storage2.ucsd.edu/210117_K00180_1005_AHKH5TBBXY_SR75_Yeo/Fastq/4191_INPUT1_S55_L004_R1_001.fastq.gz,1,/projects/ps-yeolab4/software/skipper/bb63a25/examples/inputs/InvRNA4.fasta,/projects/ps-yeolab4/seqdata/20210302_encode_clips/igm-storage2.ucsd.edu/210117_K00180_1005_AHKH5TBBXY_SR75_Yeo/Fastq/4191_CLIP1_S56_L004_R1_001.fastq.gz,CNOT2,4191,PASS,"region enrichment strongest in CDS, some peaks are specific in distal intron; rep pipeline show enrichment in CDS and 5'utr"
CNOT2_HepG2_4191,CNOT2_HepG2_4191,HepG2,2,/projects/ps-yeolab4/software/skipper/bb63a25/examples/inputs/InvRiL19.fasta,/projects/ps-yeolab4/seqdata/20210302_encode_clips/igm-storage2.ucsd.edu/210117_K00180_1005_AHKH5TBBXY_SR75_Yeo/Fastq/4191_INPUT2_S57_L004_R1_001.fastq.gz,2,/projects/ps-yeolab4/software/skipper/bb63a25/examples/inputs/InvRNA4.fasta,/projects/ps-yeolab4/seqdata/20210302_encode_clips/igm-storage2.ucsd.edu/210117_K00180_1005_AHKH5TBBXY_SR75_Yeo/Fastq/4191_CLIP2_S58_L004_R1_001.fastq.gz,CNOT2,4191,PASS,"region enrichment strongest in CDS, some peaks are specific in distal intron; rep pipeline show enrichment in CDS and 5'utr"
FYTTD1_HepG2_4209,FYTTD1_HepG2_4209,HepG2,1,/projects/ps-yeolab4/software/skipper/bb63a25/examples/inputs/InvRiL19.fasta,/projects/ps-yeolab4/seqdata/20210302_encode_clips/igm-storage2.ucsd.edu/210117_K00180_1005_AHKH5TBBXY_SR75_Yeo/Fastq/4209_INPUT1_S67_L005_R1_001.fastq.gz,1,/projects/ps-yeolab4/software/skipper/bb63a25/examples/inputs/InvRNA1.fasta,/projects/ps-yeolab4/seqdata/20210302_encode_clips/igm-storage2.ucsd.edu/210117_K00180_1005_AHKH5TBBXY_SR75_Yeo/Fastq/4209_CLIP1_S68_L005_R1_001.fastq.gz,FYTTD1,4209,FAIL,"RNA export, similar (but weak) pattern as DYNLL1 and THOC, peaks in tRNA, nonspecific, rep pipeline enrichment in 28S"
FYTTD1_HepG2_4209,FYTTD1_HepG2_4209,HepG2,2,/projects/ps-yeolab4/software/skipper/bb63a25/examples/inputs/InvRiL19.fasta,/projects/ps-yeolab4/seqdata/20210302_encode_clips/igm-storage2.ucsd.edu/210117_K00180_1005_AHKH5TBBXY_SR75_Yeo/Fastq/4209_INPUT2_S69_L005_R1_001.fastq.gz,2,/projects/ps-yeolab4/software/skipper/bb63a25/examples/inputs/InvRNA1.fasta,/projects/ps-yeolab4/seqdata/20210302_encode_clips/igm-storage2.ucsd.edu/210117_K00180_1005_AHKH5TBBXY_SR75_Yeo/Fastq/4209_CLIP2_S70_L005_R1_001.fastq.gz,FYTTD1,4209,FAIL,"RNA export, similar (but weak) pattern as DYNLL1 and THOC, peaks in tRNA, nonspecific, rep pipeline enrichment in 28S"
SNRNP200_HepG2_4212,SNRNP200_HepG2_4212,HepG2,1,/projects/ps-yeolab4/software/skipper/bb63a25/examples/inputs/InvRiL19.fasta,/projects/ps-yeolab4/seqdata/20210302_encode_clips/igm-storage2.ucsd.edu/210117_K00180_1005_AHKH5TBBXY_SR75_Yeo/Fastq/4212_INPUT1_S75_L005_R1_001.fastq.gz,1,/projects/ps-yeolab4/software/skipper/bb63a25/examples/inputs/InvRNA1.fasta,/projects/ps-yeolab4/seqdata/20210302_encode_clips/igm-storage2.ucsd.edu/210117_K00180_1005_AHKH5TBBXY_SR75_Yeo/Fastq/4212_CLIP1_S76_L005_R1_001.fastq.gz,SNRNP200,4212,PASS,positional enrichment analysis show clear enrichment at 5'ss and 3;ss
SNRNP200_HepG2_4212,SNRNP200_HepG2_4212,HepG2,2,/projects/ps-yeolab4/software/skipper/bb63a25/examples/inputs/InvRiL19.fasta,/projects/ps-yeolab4/seqdata/20210302_encode_clips/igm-storage2.ucsd.edu/210117_K00180_1005_AHKH5TBBXY_SR75_Yeo/Fastq/4212_INPUT2_S77_L005_R1_001.fastq.gz,2,/projects/ps-yeolab4/software/skipper/bb63a25/examples/inputs/InvRNA1.fasta,/projects/ps-yeolab4/seqdata/20210302_encode_clips/igm-storage2.ucsd.edu/210117_K00180_1005_AHKH5TBBXY_SR75_Yeo/Fastq/4212_CLIP2_S78_L005_R1_001.fastq.gz,SNRNP200,4212,PASS,positional enrichment analysis show clear enrichment at 5'ss and 3;ss
PCF11_HepG2_4201,PCF11_HepG2_4201,HepG2,1,/projects/ps-yeolab4/software/skipper/bb63a25/examples/inputs/InvRiL19.fasta,/projects/ps-yeolab4/seqdata/20210302_encode_clips/igm-storage2.ucsd.edu/210117_K00180_1005_AHKH5TBBXY_SR75_Yeo/Fastq/4201_INPUT1_S71_L005_R1_001.fastq.gz,1,/projects/ps-yeolab4/software/skipper/bb63a25/examples/inputs/InvRNA4.fasta,/projects/ps-yeolab4/seqdata/20210302_encode_clips/igm-storage2.ucsd.edu/210117_K00180_1005_AHKH5TBBXY_SR75_Yeo/Fastq/4201_CLIP1_S72_L005_R1_001.fastq.gz,PCF11,4201,FAIL,"not much enrichment is observed in positional enrichment, peak not specific, given its role in polyA, should fail? not much enrichment in rep pipeline either"
PCF11_HepG2_4201,PCF11_HepG2_4201,HepG2,2,/projects/ps-yeolab4/software/skipper/bb63a25/examples/inputs/InvRiL19.fasta,/projects/ps-yeolab4/seqdata/20210302_encode_clips/igm-storage2.ucsd.edu/210117_K00180_1005_AHKH5TBBXY_SR75_Yeo/Fastq/4201_INPUT2_S73_L005_R1_001.fastq.gz,2,/projects/ps-yeolab4/software/skipper/bb63a25/examples/inputs/InvRNA4.fasta,/projects/ps-yeolab4/seqdata/20210302_encode_clips/igm-storage2.ucsd.edu/210117_K00180_1005_AHKH5TBBXY_SR75_Yeo/Fastq/4201_CLIP2_S74_L005_R1_001.fastq.gz,PCF11,4201,FAIL,"not much enrichment is observed in positional enrichment, peak not specific, given its role in polyA, should fail? not much enrichment in rep pipeline either"
DHX38_HepG2_4202,DHX38_HepG2_4202,HepG2,1,/projects/ps-yeolab4/software/skipper/bb63a25/examples/inputs/InvRiL19.fasta,/projects/ps-yeolab4/seqdata/20210302_encode_clips/igm-storage2.ucsd.edu/210117_K00180_1005_AHKH5TBBXY_SR75_Yeo/Fastq/4202_INPUT1_S94_L006_R1_001.fastq.gz,1,/projects/ps-yeolab4/software/skipper/bb63a25/examples/inputs/InvRNA4.fasta,/projects/ps-yeolab4/seqdata/20210302_encode_clips/igm-storage2.ucsd.edu/210117_K00180_1005_AHKH5TBBXY_SR75_Yeo/Fastq/4202_CLIP1_S95_L006_R1_001.fastq.gz,DHX38,4202,PASS,weak enrichment in 3'ss. Given some evidence on splicing and assocation with PRPF6
DHX38_HepG2_4202,DHX38_HepG2_4202,HepG2,2,/projects/ps-yeolab4/software/skipper/bb63a25/examples/inputs/InvRiL19.fasta,/projects/ps-yeolab4/seqdata/20210302_encode_clips/igm-storage2.ucsd.edu/210117_K00180_1005_AHKH5TBBXY_SR75_Yeo/Fastq/4202_INPUT2_S96_L006_R1_001.fastq.gz,2,/projects/ps-yeolab4/software/skipper/bb63a25/examples/inputs/InvRNA4.fasta,/projects/ps-yeolab4/seqdata/20210302_encode_clips/igm-storage2.ucsd.edu/210117_K00180_1005_AHKH5TBBXY_SR75_Yeo/Fastq/4202_CLIP2_S97_L006_R1_001.fastq.gz,DHX38,4202,PASS,weak enrichment in 3'ss. Given some evidence on splicing and assocation with PRPF6
DDX1_HepG2_4226,DDX1_HepG2_4226,HepG2,1,/projects/ps-yeolab4/software/skipper/bb63a25/examples/inputs/InvRiL19.fasta,/projects/ps-yeolab4/seqdata/20210302_encode_clips/igm-storage2.ucsd.edu/210117_K00180_1005_AHKH5TBBXY_SR75_Yeo/Fastq/4226_INPUT1_S106_L007_R1_001.fastq.gz,1,/projects/ps-yeolab4/software/skipper/bb63a25/examples/inputs/InvRNA3.fasta,/projects/ps-yeolab4/seqdata/20210302_encode_clips/igm-storage2.ucsd.edu/210117_K00180_1005_AHKH5TBBXY_SR75_Yeo/Fastq/4226_CLIP1_S107_L007_R1_001.fastq.gz,DDX1,4226,FAIL,"enrichment in exon, intron and 3'UTR, function is unclear; repetitive element pipeline the two reps are not reproducible"
DDX1_HepG2_4226,DDX1_HepG2_4226,HepG2,2,/projects/ps-yeolab4/software/skipper/bb63a25/examples/inputs/InvRiL19.fasta,/projects/ps-yeolab4/seqdata/20210302_encode_clips/igm-storage2.ucsd.edu/210117_K00180_1005_AHKH5TBBXY_SR75_Yeo/Fastq/4226_INPUT2_S108_L007_R1_001.fastq.gz,2,/projects/ps-yeolab4/software/skipper/bb63a25/examples/inputs/InvRNA3.fasta,/projects/ps-yeolab4/seqdata/20210302_encode_clips/igm-storage2.ucsd.edu/210117_K00180_1005_AHKH5TBBXY_SR75_Yeo/Fastq/4226_CLIP2_S109_L007_R1_001.fastq.gz,DDX1,4226,FAIL,"enrichment in exon, intron and 3'UTR, function is unclear; repetitive element pipeline the two reps are not reproducible"
FXR1_HepG2_4228,FXR1_HepG2_4228,HepG2,1,/projects/ps-yeolab4/software/skipper/bb63a25/examples/inputs/InvRiL19.fasta,/projects/ps-yeolab4/seqdata/20210302_encode_clips/igm-storage2.ucsd.edu/210117_K00180_1005_AHKH5TBBXY_SR75_Yeo/Fastq/4228_INPUT1_S110_L007_R1_001.fastq.gz,1,/projects/ps-yeolab4/software/skipper/bb63a25/examples/inputs/InvRNA3.fasta,/projects/ps-yeolab4/seqdata/20210302_encode_clips/igm-storage2.ucsd.edu/210117_K00180_1005_AHKH5TBBXY_SR75_Yeo/Fastq/4228_CLIP1_S111_L007_R1_001.fastq.gz,FXR1,4228,FAIL,"little enrichment in positional enrichment,repetitive enriched in tRNA??"
FXR1_HepG2_4228,FXR1_HepG2_4228,HepG2,2,/projects/ps-yeolab4/software/skipper/bb63a25/examples/inputs/InvRiL19.fasta,/projects/ps-yeolab4/seqdata/20210302_encode_clips/igm-storage2.ucsd.edu/210117_K00180_1005_AHKH5TBBXY_SR75_Yeo/Fastq/4228_INPUT2_S112_L007_R1_001.fastq.gz,2,/projects/ps-yeolab4/software/skipper/bb63a25/examples/inputs/InvRNA3.fasta,/projects/ps-yeolab4/seqdata/20210302_encode_clips/igm-storage2.ucsd.edu/210117_K00180_1005_AHKH5TBBXY_SR75_Yeo/Fastq/4228_CLIP2_S113_L007_R1_001.fastq.gz,FXR1,4228,FAIL,"little enrichment in positional enrichment,repetitive enriched in tRNA??"
YBX1_HepG2_4229,YBX1_HepG2_4229,HepG2,1,/projects/ps-yeolab4/software/skipper/bb63a25/examples/inputs/InvRiL19.fasta,/projects/ps-yeolab4/seqdata/20210302_encode_clips/igm-storage2.ucsd.edu/210117_K00180_1005_AHKH5TBBXY_SR75_Yeo/Fastq/4229_INPUT1_S122_L008_R1_001.fastq.gz,1,/projects/ps-yeolab4/software/skipper/bb63a25/examples/inputs/InvRNA3.fasta,/projects/ps-yeolab4/seqdata/20210302_encode_clips/igm-storage2.ucsd.edu/210117_K00180_1005_AHKH5TBBXY_SR75_Yeo/Fastq/4229_CLIP1_S123_L008_R1_001.fastq.gz,YBX1,4229,FAIL,enrichment in intron/exon; tRNA(0 hits) and snoRNA (15 hits)enrichment kinda weak; peak shared by 4228 and 4226; known to be m5C readers
YBX1_HepG2_4229,YBX1_HepG2_4229,HepG2,2,/projects/ps-yeolab4/software/skipper/bb63a25/examples/inputs/InvRiL19.fasta,/projects/ps-yeolab4/seqdata/20210302_encode_clips/igm-storage2.ucsd.edu/210117_K00180_1005_AHKH5TBBXY_SR75_Yeo/Fastq/4229_INPUT2_S124_L008_R1_001.fastq.gz,2,/projects/ps-yeolab4/software/skipper/bb63a25/examples/inputs/InvRNA3.fasta,/projects/ps-yeolab4/seqdata/20210302_encode_clips/igm-storage2.ucsd.edu/210117_K00180_1005_AHKH5TBBXY_SR75_Yeo/Fastq/4229_CLIP2_S125_L008_R1_001.fastq.gz,YBX1,4229,FAIL,enrichment in intron/exon; tRNA(0 hits) and snoRNA (15 hits)enrichment kinda weak; peak shared by 4228 and 4226; known to be m5C readers
PARP_HepG2_4214,PARP_HepG2_4214,HepG2,1,/projects/ps-yeolab4/software/skipper/bb63a25/examples/inputs/InvRiL19.fasta,/projects/ps-yeolab4/seqdata/20210219_elliotchen_GBM_RBPscreen/igm-storage2.ucsd.edu/210214_K00180_1009_AHKHJLBBXY_SR75_Combo/4214_input1_S55_L008_R1_001.fastq.gz,1,/projects/ps-yeolab4/software/skipper/bb63a25/examples/inputs/InvRNA2.fasta,/projects/ps-yeolab4/seqdata/20210219_elliotchen_GBM_RBPscreen/igm-storage2.ucsd.edu/210214_K00180_1009_AHKHJLBBXY_SR75_Combo/4214_clip1_S56_L008_R1_001.fastq.gz,PARP,4214,PASS,"ADP ribosyl proteins/RNA, enrich in RNA 28S and 5S, regulate ribosome biogenesis in Drosophila"
PARP_HepG2_4214,PARP_HepG2_4214,HepG2,2,/projects/ps-yeolab4/software/skipper/bb63a25/examples/inputs/InvRiL19.fasta,/projects/ps-yeolab4/seqdata/20210219_elliotchen_GBM_RBPscreen/igm-storage2.ucsd.edu/210214_K00180_1009_AHKHJLBBXY_SR75_Combo/4214_input2_S57_L008_R1_001.fastq.gz,2,/projects/ps-yeolab4/software/skipper/bb63a25/examples/inputs/InvRNA2.fasta,/projects/ps-yeolab4/seqdata/20210219_elliotchen_GBM_RBPscreen/igm-storage2.ucsd.edu/210214_K00180_1009_AHKHJLBBXY_SR75_Combo/4214_clip2_S58_L008_R1_001.fastq.gz,PARP,4214,PASS,"ADP ribosyl proteins/RNA, enrich in RNA 28S and 5S, regulate ribosome biogenesis in Drosophila"
