id	feature	clip_count	global_fraction	clip_fraction	entropy_contribution
CSTF2:H	nonsense_mediated_decay:CDS_START	2.4841416466132903e-5	2.4841416466132903e-5	1.1933805511704546e-9	-1.7119528099208845e-8
SUGP2:H	unprocessed_pseudogene:SS3_ADJ	2.0194358385830456e-4	2.0194358385830456e-4	9.694703340137264e-10	-1.7128916092483875e-8
QKI:H	retained_intron:CDS_STOP	3.426402271190746e-5	3.426402271190746e-5	1.1551875261893503e-9	-1.716178916725917e-8
PRPF4:H	lncRNA:PRIMIRNA	5.096773378396234e-5	5.096773378396234e-5	1.1106500937436636e-9	-1.719940763929225e-8
RBFOX2:K	nonsense_mediated_decay:SSB_ADJ	1.4133909368661825e-5	1.4133909368661825e-5	1.2846669339516401e-9	-1.7247268393380492e-8
DDX59:H	rRNA_pseudogene:EXON_SMALL	1.0065056671622814e-5	1.0065056671622814e-5	1.3409340021682255e-9	-1.7262955637253346e-8
SF3B4:H	retained_intron:CDS_STOP	3.426402271190746e-5	3.426402271190746e-5	1.1667524486632895e-9	-1.7316832995479526e-8
DDX24:K	lncRNA:PRIMIRNA	5.096773378396234e-5	5.096773378396234e-5	1.1190631636810888e-9	-1.731750818470271e-8
LARP4:H	nonsense_mediated_decay:CDS_START	2.4841416466132903e-5	2.4841416466132903e-5	1.209357399454547e-9	-1.7325519139454374e-8
ZC3H11A:K	Misc_LINE	5.567903690684961e-6	5.567903690684961e-6	1.4560383693367356e-9	-1.7328123592641224e-8
ZC3H11A:K	Alu	5.567903690684961e-6	5.567903690684961e-6	1.4560383693367356e-9	-1.7328123592641224e-8
HNRNPL:H	non_stop_decay:CDS	2.698291788562712e-5	2.698291788562712e-5	1.2033049994482326e-9	-1.7391074008749748e-8
PCBP1:K	Misc_LINE	5.567903690684961e-6	5.567903690684961e-6	1.4625393344560887e-9	-1.7396090917820253e-8
PCBP1:K	Alu	5.567903690684961e-6	5.567903690684961e-6	1.4625393344560887e-9	-1.7396090917820253e-8
UPF1:K	transcribed_unprocessed_pseudogene:SSB_PROX	7.34534986886516e-5	7.34534986886516e-5	1.0849210715189991e-9	-1.7409677985480887e-8
UCHL5:H	lncRNA:PRIMIRNA	5.096773378396234e-5	5.096773378396234e-5	1.127679526897842e-9	-1.743836793127642e-8
METAP2:K	nonsense_mediated_decay:SSB_ADJ	1.4133909368661825e-5	1.4133909368661825e-5	1.3025435869864483e-9	-1.7461301840588754e-8
UCHL5:K	Antisense_L1	1.0643262054886253e-4	1.0643262054886253e-4	1.0515914270910749e-9	-1.7484817576716466e-8
SFPQ:H	unprocessed_pseudogene:SSB_ADJ	4.689888108692333e-5	4.689888108692333e-5	1.1411749468995385e-9	-1.7490498442136888e-8
EFTUD2:K	nonsense_mediated_decay:CDS_START	2.4841416466132903e-5	2.4841416466132903e-5	1.2222699242399318e-9	-1.7491778864257578e-8
PABPC4:K	retained_intron:UTR5	3.3193272002160344e-5	3.3193272002160344e-5	1.1845852181350609e-9	-1.7501324090246285e-8
PRPF8:K	Antisense_L1	1.0643262054886253e-4	1.0643262054886253e-4	1.0580519400283818e-9	-1.758288744563507e-8
GRWD1:H	tRNA	1.9680398045151845e-4	1.9680398045151845e-4	9.997966877512404e-10	-1.758311763183084e-8
CSTF2T:H	lncRNA:EXON_PSEUDO	1.0000811629037988e-4	1.0000811629037988e-4	1.0666280619799349e-9	-1.761717610960764e-8
HNRNPL:H	nonsense_mediated_decay:CDS_STOP	2.7411218169525962e-5	2.7411218169525962e-5	1.2224050788045537e-9	-1.766712280253943e-8
DDX3X:H	nonsense_mediated_decay:SSB_ADJ	1.4133909368661825e-5	1.4133909368661825e-5	1.323150227644403e-9	-1.7707581983189617e-8
YBX3:H	lncRNA:SSB_ADJ	5.5464886764900194e-5	5.5464886764900194e-5	1.1383715974629562e-9	-1.772708171633563e-8
FAM120A:K	lncRNA:SSB_ADJ	5.5464886764900194e-5	5.5464886764900194e-5	1.1424986154687102e-9	-1.7785384134787463e-8
UPF1:H	unprocessed_pseudogene:SSB_ADJ	4.689888108692333e-5	4.689888108692333e-5	1.164032678997684e-9	-1.780752827842185e-8
IGF2BP1:K	unprocessed_pseudogene:SSB_ADJ	4.689888108692333e-5	4.689888108692333e-5	1.1658846121199133e-9	-1.7833185501128062e-8
CSTF2T:H	7SK	1.0129301714207641e-4	1.0129301714207641e-4	1.0803320627762508e-9	-1.7843520984677545e-8
IGF2BP2:K	retained_intron:UTR5	3.3193272002160344e-5	3.3193272002160344e-5	1.2126722513120849e-9	-1.7875290475648204e-8
MATR3:K	transcribed_processed_pseudogene:EXON_PSEUDO	6.638654400432069e-5	6.638654400432069e-5	1.1286004703877792e-9	-1.7881623018144064e-8
PPIL4:K	nonsense_mediated_decay:SSB_ADJ	1.4133909368661825e-5	1.4133909368661825e-5	1.3393252921906124e-9	-1.790057344781124e-8
HNRNPK:H	nonsense_mediated_decay:CDS_START	2.4841416466132903e-5	2.4841416466132903e-5	1.2595149779691516e-9	-1.797024524408522e-8
EXOSC5:K	processed_transcript:EXON_PSEUDO	9.101381032850417e-5	9.101381032850417e-5	1.1032912579524032e-9	-1.801893534424847e-8
SRSF1:H	Misc_LINE	5.567903690684961e-6	5.567903690684961e-6	1.5258656231087627e-9	-1.805601137455878e-8
SRSF1:H	Alu	5.567903690684961e-6	5.567903690684961e-6	1.5258656231087627e-9	-1.805601137455878e-8
NONO:K	protein_coding:CDS_SOLITARY	7.880725223738715e-5	7.880725223738715e-5	1.123058337820793e-9	-1.80796758385657e-8
MATR3:H	unprocessed_pseudogene:SSB_ADJ	4.689888108692333e-5	4.689888108692333e-5	1.183896127251786e-9	-1.808250195313372e-8
FXR1:K	rRNA_pseudogene:EXON_SMALL	1.0065056671622814e-5	1.0065056671622814e-5	1.4149866345152383e-9	-1.8106564108943903e-8
U2AF2:H	transcribed_processed_pseudogene:EXON_PSEUDO	6.638654400432069e-5	6.638654400432069e-5	1.1465525956277763e-9	-1.813995337417083e-8
FMR1:K	Antisense_Alu	2.0558413627144473e-5	2.0558413627144473e-5	1.301906400195684e-9	-1.8157448483533823e-8
FAM120A:H	retained_intron:UTR5	3.3193272002160344e-5	3.3193272002160344e-5	1.2342257047407775e-9	-1.8161627520500913e-8
HNRNPU:K	retained_intron:UTR5	3.3193272002160344e-5	3.3193272002160344e-5	1.2348685063028847e-9	-1.8170158735470814e-8
NOLC1:K	transcribed_unprocessed_pseudogene:SSB_ADJ	2.2485764904689266e-5	2.2485764904689266e-5	1.2897649150471522e-9	-1.8172292655192603e-8
TAF15:H	nonsense_mediated_decay:SSB_ADJ	1.4133909368661825e-5	1.4133909368661825e-5	1.3623034193474815e-9	-1.8174251349473888e-8
AGGF1:H	retained_intron:CDS_START	1.5418810220358355e-5	1.5418810220358355e-5	1.3483868064161308e-9	-1.8177830965611853e-8
ZC3H11A:H	retained_intron:CDS_START	1.5418810220358355e-5	1.5418810220358355e-5	1.351222909650501e-9	-1.8211969021689243e-8
MATR3:K	retained_intron:SSB_ADJ	6.767144485601723e-5	6.767144485601723e-5	1.150444350459801e-9	-1.82277189475275e-8
SF3B4:K	lncRNA:PRIMIRNA	5.096773378396234e-5	5.096773378396234e-5	1.1950510483821659e-9	-1.8380153222128725e-8
HNRNPC:H	lncRNA:PRIMIRNA	5.096773378396234e-5	5.096773378396234e-5	1.1951629949900968e-9	-1.8381713473692465e-8
GPKOW:K	rRNA	4.925453264836697e-6	4.925453264836697e-6	1.5852721069618299e-9	-1.839123359691749e-8
G3BP1:H	retained_intron:SSB_ADJ	6.767144485601723e-5	6.767144485601723e-5	1.1623000438950752e-9	-1.8398369384144343e-8
SND1:K	nonsense_mediated_decay:SSB_ADJ	1.4133909368661825e-5	1.4133909368661825e-5	1.3817472089323455e-9	-1.8405396842700634e-8
MTPAP:K	transcribed_unprocessed_pseudogene:SSB_ADJ	2.2485764904689266e-5	2.2485764904689266e-5	1.3099774247294917e-9	-1.842769136231279e-8
AKAP1:H	non_stop_decay:CDS	2.698291788562712e-5	2.698291788562712e-5	1.2838000007257036e-9	-1.8434518494124903e-8
SLTM:K	Antisense_Alu	2.0558413627144473e-5	2.0558413627144473e-5	1.3242983667859645e-9	-1.8437164101471613e-8
ZNF800:K	transcribed_unprocessed_pseudogene:SSB_ADJ	2.2485764904689266e-5	2.2485764904689266e-5	1.313036386787419e-9	-1.846630404149539e-8
PCBP2:H	non_stop_decay:CDS	2.698291788562712e-5	2.698291788562712e-5	1.2953870782993223e-9	-1.8584109428427774e-8
CSTF2:H	non_stop_decay:CDS	2.698291788562712e-5	2.698291788562712e-5	1.2962581848920458e-9	-1.8595349487071683e-8
KHSRP:H	nonsense_mediated_decay:CDS_START	2.4841416466132903e-5	2.4841416466132903e-5	1.3115844055400166e-9	-1.8636498460561968e-8
PRPF4:H	lncRNA:SSB_ADJ	5.5464886764900194e-5	5.5464886764900194e-5	1.208648631426928e-9	-1.8717002430994503e-8
IGF2BP3:H	nonsense_mediated_decay:CDS_STOP	2.7411218169525962e-5	2.7411218169525962e-5	1.3051094244958995e-9	-1.8739163157592596e-8
FAM120A:H	retained_intron:CDS_STOP	3.426402271190746e-5	3.426402271190746e-5	1.2740394371517705e-9	-1.874748647277514e-8
CSTF2T:H	Antisense_L1	1.0643262054886253e-4	1.0643262054886253e-4	1.1351480659615153e-9	-1.874890048495717e-8
HNRNPU:K	retained_intron:CDS_STOP	3.426402271190746e-5	3.426402271190746e-5	1.2747029742481394e-9	-1.8756292888227944e-8
YWHAG:K	rRNA_pseudogene:EXON_SMALL	1.0065056671622814e-5	1.0065056671622814e-5	1.4747306548653032e-9	-1.878307833550386e-8
HNRNPA1:K	rRNA_pseudogene:EXON_SMALL	1.0065056671622814e-5	1.0065056671622814e-5	1.4760296355874798e-9	-1.8797748096249042e-8
GRWD1:K	Antisense_L1	1.0643262054886253e-4	1.0643262054886253e-4	1.1388405295006568e-9	-1.880455204529544e-8
RBFOX2:K	retained_intron:CDS_START	1.5418810220358355e-5	1.5418810220358355e-5	1.401454837038153e-9	-1.8815201883687813e-8
RBM15:H	nonsense_mediated_decay:SSB_ADJ	1.4133909368661825e-5	1.4133909368661825e-5	1.421350312210799e-9	-1.8874978915855e-8
PCBP2:H	nonsense_mediated_decay:CDS_STOP	2.7411218169525962e-5	2.7411218169525962e-5	1.315948777954867e-9	-1.887909529237107e-8
CSTF2:H	nonsense_mediated_decay:CDS_STOP	2.7411218169525962e-5	2.7411218169525962e-5	1.3168337116363637e-9	-1.8890513764644243e-8
UCHL5:H	lncRNA:SSB_ADJ	5.5464886764900194e-5	5.5464886764900194e-5	1.2271806616241223e-9	-1.897704745462434e-8
EXOSC5:K	L1	9.593926359334087e-5	9.593926359334087e-5	1.1629987848533569e-9	-1.899407772758427e-8
EFTUD2:K	non_stop_decay:CDS	2.698291788562712e-5	2.698291788562712e-5	1.3276380211571674e-9	-1.8999690835314265e-8
U2AF2:K	retained_intron:UTR5	3.3193272002160344e-5	3.3193272002160344e-5	1.2979810175938053e-9	-1.9005471512403577e-8
METAP2:K	retained_intron:CDS_START	1.5418810220358355e-5	1.5418810220358355e-5	1.4209566403488526e-9	-1.9048692917005914e-8
CPSF6:K	rRNA	4.925453264836697e-6	4.925453264836697e-6	1.6595151603323064e-9	-1.9142970329843578e-8
ILF3:H	retained_intron:UTR5	3.3193272002160344e-5	3.3193272002160344e-5	1.3154704140628307e-9	-1.9236155997858196e-8
YBX3:H	non_stop_decay:INTRON	6.039034002973689e-5	6.039034002973689e-5	1.239462511523373e-9	-1.9301301328210995e-8
IGF2BP1:H	retained_intron:UTR5	3.3193272002160344e-5	3.3193272002160344e-5	1.3206518412700175e-9	-1.9304434212584506e-8
ILF3:K	retained_intron:UTR5	3.3193272002160344e-5	3.3193272002160344e-5	1.3237065394497825e-9	-1.9344673723588027e-8
UPF1:H	lncRNA:PRIMIRNA	5.096773378396234e-5	5.096773378396234e-5	1.2650218155317296e-9	-1.935247365417534e-8
FAM120A:K	non_stop_decay:INTRON	6.039034002973689e-5	6.039034002973689e-5	1.243956021475584e-9	-1.9364781181506043e-8
IGF2BP1:K	lncRNA:PRIMIRNA	5.096773378396234e-5	5.096773378396234e-5	1.2670344186508647e-9	-1.938035684597479e-8
LIN28B:K	retained_intron:UTR5	3.3193272002160344e-5	3.3193272002160344e-5	1.326669384274778e-9	-1.9383693535108516e-8
PTBP1:K	retained_intron:UTR5	3.3193272002160344e-5	3.3193272002160344e-5	1.327359001963651e-9	-1.939277423077885e-8
PRPF8:H	7SK	1.0129301714207641e-4	1.0129301714207641e-4	1.1851156118109064e-9	-1.9415923743837476e-8
HLTF:H	scaRNA:EXON_SMALL	7.366764883060103e-5	7.366764883060103e-5	1.2233695889354228e-9	-1.9424519516359364e-8
SRSF1:K	nonsense_mediated_decay:SSB_ADJ	1.4133909368661825e-5	1.4133909368661825e-5	1.468457521393659e-9	-1.943146901402925e-8
LSM11:K	rRNA	4.925453264836697e-6	4.925453264836697e-6	1.6885311533701937e-9	-1.9435452825476197e-8
HNRNPM:K	lncRNA:SSB_ADJ	5.5464886764900194e-5	5.5464886764900194e-5	1.2624591684794286e-9	-1.9470971362220465e-8
RBFOX2:H	retained_intron:CDS_STOP	3.426402271190746e-5	3.426402271190746e-5	1.3291445935815769e-9	-1.9477163734301467e-8
HNRNPK:H	non_stop_decay:CDS	2.698291788562712e-5	2.698291788562712e-5	1.3680938553802856e-9	-1.951940431685119e-8
PPIL4:K	retained_intron:CDS_START	1.5418810220358355e-5	1.5418810220358355e-5	1.4610821369352136e-9	-1.9527898306703174e-8
AQR:H	non_stop_decay:INTRON	6.039034002973689e-5	6.039034002973689e-5	1.2612852263244607e-9	-1.9609372460208144e-8
MATR3:K	transcribed_unprocessed_pseudogene:SSB_PROX	7.34534986886516e-5	7.34534986886516e-5	1.2487418107838977e-9	-1.978515062975295e-8
EXOSC5:K	lncRNA:EXON_PSEUDO	1.0000811629037988e-4	1.0000811629037988e-4	1.2123223940324055e-9	-1.9799630131209496e-8
TAF15:H	retained_intron:CDS_START	1.5418810220358355e-5	1.5418810220358355e-5	1.4861491847427072e-9	-1.982645601760788e-8
HNRNPK:H	nonsense_mediated_decay:CDS_STOP	2.7411218169525962e-5	2.7411218169525962e-5	1.3898096308625122e-9	-1.982923613140438e-8
MATR3:K	scaRNA:EXON_SMALL	7.366764883060103e-5	7.366764883060103e-5	1.2523824574625682e-9	-1.9842833284650194e-8
ILF3:H	retained_intron:CDS_STOP	3.426402271190746e-5	3.426402271190746e-5	1.3579049435487288e-9	-1.9856677159079435e-8
FMR1:K	transcribed_unprocessed_pseudogene:SSB_ADJ	2.2485764904689266e-5	2.2485764904689266e-5	1.4239601252140294e-9	-1.9859709278865117e-8
FXR2:H	retained_intron:UTR5	3.3193272002160344e-5	3.3193272002160344e-5	1.36479819390171e-9	-1.9884994477047514e-8
IGF2BP1:H	retained_intron:CDS_STOP	3.426402271190746e-5	3.426402271190746e-5	1.3632535135690504e-9	-1.9927157896861428e-8
AGGF1:K	retained_intron:UTR5	3.3193272002160344e-5	3.3193272002160344e-5	1.3696983372341022e-9	-1.9949307063499096e-8
ILF3:K	retained_intron:CDS_STOP	3.426402271190746e-5	3.426402271190746e-5	1.3664067503997758e-9	-1.9968695456607004e-8
G3BP1:H	transcribed_unprocessed_pseudogene:SSB_PROX	7.34534986886516e-5	7.34534986886516e-5	1.2616104906835782e-9	-1.997038195810604e-8
PTBP1:K	retained_intron:CDS_STOP	3.426402271190746e-5	3.426402271190746e-5	1.3701770342850594e-9	-2.0018347593062042e-8
G3BP1:H	scaRNA:EXON_SMALL	7.366764883060103e-5	7.366764883060103e-5	1.2652886553794488e-9	-2.002860464603055e-8
BCLAF1:H	tRNA	1.9680398045151845e-4	1.9680398045151845e-4	1.154519311813081e-9	-2.006451531060169e-8
NOLC1:K	nonsense_mediated_decay:CDS_START	2.4841416466132903e-5	2.4841416466132903e-5	1.424883144242568e-9	-2.0076056647641354e-8
SDAD1:H	rRNA_pseudogene:EXON_SMALL	1.0065056671622814e-5	1.0065056671622814e-5	1.5898026886767087e-9	-2.0076378032987237e-8
EIF4G2:K	Antisense_Alu	2.0558413627144473e-5	2.0558413627144473e-5	1.4604250952658123e-9	-2.0126195580972752e-8
U2AF2:H	scaRNA:EXON_SMALL	7.366764883060103e-5	7.366764883060103e-5	1.2723035254708229e-9	-2.0129496647466986e-8
SLTM:K	transcribed_unprocessed_pseudogene:SSB_ADJ	2.2485764904689266e-5	2.2485764904689266e-5	1.4484513386721487e-9	-2.0165648235984577e-8
RPS3:H	Antisense_Alu	2.0558413627144473e-5	2.0558413627144473e-5	1.4661525030585774e-9	-2.0196846206924838e-8
CSTF2T:K	L1	9.593926359334087e-5	9.593926359334087e-5	1.2447843067626677e-9	-2.0207751219695542e-8
NOLC1:H	Misc_LINE	5.567903690684961e-6	5.567903690684961e-6	1.7350790259533605e-9	-2.021005677443071e-8
NOLC1:H	Alu	5.567903690684961e-6	5.567903690684961e-6	1.7350790259533605e-9	-2.021005677443071e-8
KHSRP:H	non_stop_decay:CDS	2.698291788562712e-5	2.698291788562712e-5	1.4246520267072597e-9	-2.0243093155438e-8
U2AF1:H	rRNA_pseudogene:EXON_SMALL	1.0065056671622814e-5	1.0065056671622814e-5	1.6055269815699867e-9	-2.0252150683641817e-8
SAFB:K	nonsense_mediated_decay:SSB_ADJ	1.4133909368661825e-5	1.4133909368661825e-5	1.5421600792671814e-9	-2.0297788230547207e-8
MTPAP:K	nonsense_mediated_decay:CDS_START	2.4841416466132903e-5	2.4841416466132903e-5	1.447213154939248e-9	-2.035821140979318e-8
HNRNPC:K	rRNA_pseudogene:EXON_SMALL	1.0065056671622814e-5	1.0065056671622814e-5	1.6166146656779606e-9	-2.0375959706774035e-8
ZNF800:K	nonsense_mediated_decay:CDS_START	2.4841416466132903e-5	2.4841416466132903e-5	1.4505925796889581e-9	-2.0400869226794908e-8
PRPF8:H	Antisense_L1	1.0643262054886253e-4	1.0643262054886253e-4	1.245248327843595e-9	-2.0401086893630496e-8
PABPN1:H	nonsense_mediated_decay:SSB_ADJ	1.4133909368661825e-5	1.4133909368661825e-5	1.5523223000128655e-9	-2.0416833386495327e-8
PRPF8:K	LTR	1.2377878204676568e-4	1.2377878204676568e-4	1.230490988604436e-9	-2.044850894079893e-8
XPO5:H	nonsense_mediated_decay:SSB_ADJ	1.4133909368661825e-5	1.4133909368661825e-5	1.5560833581676026e-9	-2.046086786838738e-8
DDX24:K	non_stop_decay:INTRON	6.039034002973689e-5	6.039034002973689e-5	1.3259487905801137e-9	-2.0519064319689766e-8
PTBP1:H	Antisense_Alu	2.0558413627144473e-5	2.0558413627144473e-5	1.4977713782296931e-9	-2.058630427934602e-8
RBM15:H	retained_intron:CDS_START	1.5418810220358355e-5	1.5418810220358355e-5	1.5505639769572352e-9	-2.0590886090023637e-8
AGGF1:K	retained_intron:CDS_STOP	3.426402271190746e-5	3.426402271190746e-5	1.4138821545642347e-9	-2.0592833097805522e-8
FUBP3:H	rRNA_pseudogene:EXON_SMALL	1.0065056671622814e-5	1.0065056671622814e-5	1.6384542374373216e-9	-2.0619507958170427e-8
SND1:H	Antisense_Alu	2.0558413627144473e-5	2.0558413627144473e-5	1.5018186148851576e-9	-2.0636085214950897e-8
SFPQ:H	lncRNA:SSB_ADJ	5.5464886764900194e-5	5.5464886764900194e-5	1.3496087271551619e-9	-2.0685110029741797e-8
DDX55:H	rRNA_pseudogene:EXON_SMALL	1.0065056671622814e-5	1.0065056671622814e-5	1.6489237944705148e-9	-2.073611199741921e-8
HNRNPM:H	retained_intron:SSB_PROX	1.2377878204676568e-4	1.2377878204676568e-4	1.2516181658411286e-9	-2.0768863716441217e-8
GPKOW:K	Misc_LINE	5.567903690684961e-6	5.567903690684961e-6	1.7920467296090248e-9	-2.079009015303716e-8
GPKOW:K	Alu	5.567903690684961e-6	5.567903690684961e-6	1.7920467296090248e-9	-2.079009015303716e-8
EIF3H:H	rRNA_pseudogene:EXON_SMALL	1.0065056671622814e-5	1.0065056671622814e-5	1.6562499740021612e-9	-2.0817649794538433e-8
SF3A3:H	Antisense_Alu	2.0558413627144473e-5	2.0558413627144473e-5	1.518906967944743e-9	-2.0846098662021442e-8
AQR:K	L1	9.593926359334087e-5	9.593926359334087e-5	1.2900437348197493e-9	-2.0876021496828758e-8
PUM1:K	retained_intron:UTR5	3.3193272002160344e-5	3.3193272002160344e-5	1.4409301147681538e-9	-2.0881386975390164e-8
GRWD1:K	Y_RNA	1.1842502849803014e-4	1.1842502849803014e-4	1.2671605891627027e-9	-2.092337481096253e-8
SUB1:H	rRNA_pseudogene:EXON_SMALL	1.0065056671622814e-5	1.0065056671622814e-5	1.6672257108004823e-9	-2.093971845394796e-8
GTF2F1:K	nonsense_mediated_decay:SSB_ADJ	1.4133909368661825e-5	1.4133909368661825e-5	1.6028460058297178e-9	-2.1007279816195423e-8
NKRF:H	nonsense_mediated_decay:SSB_ADJ	1.4133909368661825e-5	1.4133909368661825e-5	1.6052128518417962e-9	-2.103488310437204e-8
CSTF2T:K	lncRNA:EXON_PSEUDO	1.0000811629037988e-4	1.0000811629037988e-4	1.29757649834412e-9	-2.106477638303084e-8
ZNF800:H	nonsense_mediated_decay:SSB_PROX	4.347247881573258e-5	4.347247881573258e-5	1.414336913957517e-9	-2.1084494727420345e-8
IGF2BP1:K	lncRNA:SSB_ADJ	5.5464886764900194e-5	5.5464886764900194e-5	1.3788315732377057e-9	-2.109038833238433e-8
HNRNPM:K	non_stop_decay:INTRON	6.039034002973689e-5	6.039034002973689e-5	1.374569442128181e-9	-2.120005376118213e-8
CSTF2T:K	7SK	1.0129301714207641e-4	1.0129301714207641e-4	1.314247716738263e-9	-2.1335415908294624e-8
LSM11:H	Antisense_Alu	2.0558413627144473e-5	2.0558413627144473e-5	1.5600551285514588e-9	-2.1350671608577666e-8
MATR3:H	lncRNA:SSB_ADJ	5.5464886764900194e-5	5.5464886764900194e-5	1.4001328628228884e-9	-2.138524203589787e-8
HNRNPL:H	retained_intron:UTR5	3.3193272002160344e-5	3.3193272002160344e-5	1.4802561501148892e-9	-2.1393781518700086e-8
SAFB2:K	processed_transcript:SSB_ADJ	1.0000811629037988e-4	1.0000811629037988e-4	1.322386359061107e-9	-2.1431405035732292e-8
HNRNPK:K	Antisense_Alu	2.0558413627144473e-5	2.0558413627144473e-5	1.5707829264098331e-9	-2.148196054669174e-8
TIAL1:H	rRNA_pseudogene:EXON_SMALL	1.0065056671622814e-5	1.0065056671622814e-5	1.7167052683497492e-9	-2.1488729963352694e-8
EWSR1:K	non_stop_decay:INTRON	6.039034002973689e-5	6.039034002973689e-5	1.3983128279723833e-9	-2.1531700576890477e-8
U2AF2:H	protein_coding:CDS_SOLITARY	7.880725223738715e-5	7.880725223738715e-5	1.3610688877129734e-9	-2.153388013449957e-8
UPF1:K	processed_transcript:EXON_PSEUDO	9.101381032850417e-5	9.101381032850417e-5	1.3442899574215005e-9	-2.1571758436820342e-8
YBX3:H	retained_intron:SSB_ADJ	6.767144485601723e-5	6.767144485601723e-5	1.3889012540474678e-9	-2.1628408580548492e-8
CPSF6:K	Misc_LINE	5.567903690684961e-6	5.567903690684961e-6	1.8759736595060853e-9	-2.1639879503301434e-8
CPSF6:K	Alu	5.567903690684961e-6	5.567903690684961e-6	1.8759736595060853e-9	-2.1639879503301434e-8
FAM120A:K	retained_intron:SSB_ADJ	6.767144485601723e-5	6.767144485601723e-5	1.3939365347031369e-9	-2.1699542033176986e-8
HNRNPL:K	non_stop_decay:INTRON	6.039034002973689e-5	6.039034002973689e-5	1.411879817189547e-9	-2.172094205550875e-8
DGCR8:H	rRNA	4.925453264836697e-6	4.925453264836697e-6	1.9209972517733903e-9	-2.1753728886556762e-8
AQR:K	lncRNA:EXON_PSEUDO	1.0000811629037988e-4	1.0000811629037988e-4	1.3447554110732654e-9	-2.1761388479953194e-8
SF3B4:K	non_stop_decay:INTRON	6.039034002973689e-5	6.039034002973689e-5	1.4159848556460956e-9	-2.1778164742186135e-8
NOLC1:K	non_stop_decay:CDS	2.698291788562712e-5	2.698291788562712e-5	1.5477178980565826e-9	-2.1806751186231127e-8
TIA1:K	non_stop_decay:INTRON	6.039034002973689e-5	6.039034002973689e-5	1.4200803613966004e-9	-2.1835237437023055e-8
G3BP1:H	Other_RE	8.052045337298252e-5	8.052045337298252e-5	1.3829899256473046e-9	-2.1891730659614786e-8
HNRNPU:H	nonsense_mediated_decay:SSB_ADJ	1.4133909368661825e-5	1.4133909368661825e-5	1.6842104305172557e-9	-2.1953347026076776e-8
EFTUD2:H	Antisense_Alu	2.0558413627144473e-5	2.0558413627144473e-5	1.609520679132072e-9	-2.1955166115244643e-8
LSM11:K	Misc_LINE	5.567903690684961e-6	5.567903690684961e-6	1.908774347288045e-9	-2.1970511889668746e-8
U2AF2:H	Other_RE	8.052045337298252e-5	8.052045337298252e-5	1.39065734179369e-9	-2.2002007963510426e-8
NONO:K	L1	9.593926359334087e-5	9.593926359334087e-5	1.3672014547383565e-9	-2.2010040151297372e-8
EIF4G2:K	transcribed_unprocessed_pseudogene:SSB_ADJ	2.2485764904689266e-5	2.2485764904689266e-5	1.5973399479469822e-9	-2.2013026416688946e-8
AQR:K	7SK	1.0129301714207641e-4	1.0129301714207641e-4	1.3620327825217441e-9	-2.2040978053571434e-8
HNRNPL:H	retained_intron:CDS_STOP	3.426402271190746e-5	3.426402271190746e-5	1.5280063485056923e-9	-2.2083903503174287e-08
RPS3:H	transcribed_unprocessed_pseudogene:SSB_ADJ	2.2485764904689266e-5	2.2485764904689266e-5	1.6036043002203188e-9	-2.209030053882404e-8
MTPAP:K	non_stop_decay:CDS	2.698291788562712e-5	2.698291788562712e-5	1.5719729096753904e-9	-2.2113229634775353e-8
DGCR8:K	rRNA	4.925453264836697e-6	4.925453264836697e-6	1.9576426245881487e-9	-2.211533869636843e-8
SAFB:K	retained_intron:CDS_START	1.5418810220358355e-5	1.5418810220358355e-5	1.6823564501096526e-9	-2.21430417060515e-8
NOLC1:K	nonsense_mediated_decay:CDS_STOP	2.7411218169525962e-5	2.7411218169525962e-5	1.5722848488193853e-9	-2.2152890093949077e-8
ZNF800:K	non_stop_decay:CDS	2.698291788562712e-5	2.698291788562712e-5	1.575643664144903e-9	-2.2159564849794468e-8
FXR2:K	Antisense_Alu	2.0558413627144473e-5	2.0558413627144473e-5	1.6305757562677759e-9	-2.2211800548377064e-8
RPS3:K	rRNA_pseudogene:EXON_SMALL	1.0065056671622814e-5	1.0065056671622814e-5	1.7845784986617791e-9	-2.223849696466564e-8
PABPN1:H	retained_intron:CDS_START	1.5418810220358355e-5	1.5418810220358355e-5	1.6934425091049442e-9	-2.2272909148903993e-8
SLTM:K	nonsense_mediated_decay:CDS_START	2.4841416466132903e-5	2.4841416466132903e-5	1.6001938598663738e-9	-2.2278239955944867e-8
XPO5:H	retained_intron:CDS_START	1.5418810220358355e-5	1.5418810220358355e-5	1.6975454816373845e-9	-2.23209467655135e-8
LIN28B:H	Antisense_Alu	2.0558413627144473e-5	2.0558413627144473e-5	1.646120524743785e-9	-2.240101939405571e-8
CSTF2T:K	Antisense_L1	1.0643262054886253e-4	1.0643262054886253e-4	1.3809325903148343e-9	-2.241797400934974e-8
MTPAP:K	nonsense_mediated_decay:CDS_STOP	2.7411218169525962e-5	2.7411218169525962e-5	1.5969248606226187e-9	-2.2464233279771783e-8
BUD13:H	Other_RE	8.052045337298252e-5	8.052045337298252e-5	1.423050216386223e-9	-2.2467232229377435e-8
ZNF800:K	nonsense_mediated_decay:CDS_STOP	2.7411218169525962e-5	2.7411218169525962e-5	1.6006538810360919e-9	-2.2511303974394382e-8
